target_pheno_group	phenotype	var.label	name_fixEffect_pThre	sex.group	ai_fix_eff_esti	ai_pvalue2sided	ai_R2	ai_SE	cpd_fix_eff_esti	cpd_pvalue2sided	cpd_R2	cpd_SE	dpw_fix_eff_esti	dpw_pvalue2sided	dpw_R2	dpw_SE	sc_fix_eff_esti	sc_pvalue2sided	sc_R2	sc_SE	si_fix_eff_esti	si_pvalue2sided	si_R2	si_SE	signi.thres.T4
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S3	females	-0.0046091	0.474363150879333	0.0004129809463838	0.00644086	-0.00164082	0.805274235317271	5.01955693873406e-05	0.0066544	0.0107251	0.104156066866438	0.00214821199351419	0.00659538	0.00321817	0.626448300997257	0.000199571702450402	0.00661024	0.0150785	0.0178344697807643	0.00456430210795699	0.00635684	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S3	males	-0.0046091	0.474363150879333	0.000350846270615904	0.00644086	-0.00164082	0.805274235317271	4.34063010834139e-05	0.0066544	0.0107251	0.104156066866438	0.00194872611494624	0.00659538	0.00321817	0.626448300997257	0.000163853605713061	0.00661024	0.0150785	0.0178344697807643	0.00381168974292023	0.00635684	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug6	Ever used opioids	S4	allSexes	-0.00824857	0.114421523083327	0.00115274803053163	0.00522316	0.000449113	0.930424653091509	3.59742384927664e-06	0.00514329	0.0120502	0.0164911005253817	0.00264087613612981	0.00502169	0.000576599	0.914595072616888	5.39090121879143e-06	0.0053759	0.0126256	0.0140439283942686	0.00278599544751499	0.00513648	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S4	females	-0.00339316	0.600606417754678	0.000224831856351431	0.00647976	-0.00363877	0.578654459017168	0.000263074708866275	0.00655057	0.0198832	0.00234661771438762	0.0074900313792167	0.00652255	-0.00585665	0.399883714542903	0.000593343895923772	0.0069548	0.021611	0.000831037777081516	0.00901311768347118	0.00645109	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S4	males	-0.00339316	0.600606417754678	0.000160633843655693	0.00647976	-0.00363877	0.578654459017168	0.000205335384723171	0.00655057	0.0198832	0.00234661771438762	0.00684695825664307	0.00652255	-0.00585665	0.399883714542903	0.000512096501649254	0.0069548	0.021611	0.000831037777081516	0.0071392096696062	0.00645109	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug6	Ever used opioids	S5	allSexes	-0.00621141	0.237417701655114	0.000655357313138267	0.005256	0.000875856	0.864961713580198	1.36915018074122e-05	0.00514965	0.00900464	0.0781808875509152	0.00142732709960933	0.00511009	-0.000939986	0.864985996869159	1.38192294501349e-05	0.00552771	0.0141425	0.00535502622061419	0.00355222327975245	0.00507349	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S5	females	-0.00163137	0.800137987887319	5.28472763229846e-05	0.00644251	0.000674974	0.918592932900728	8.82705185893013e-06	0.00660277	0.0179811	0.00619977227365507	0.00608447707808756	0.006559	-0.00696587	0.339161737126065	0.000769911337358593	0.00728518	0.0217125	0.000840071088638688	0.00909371234459637	0.00648724	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S5	males	-0.00163137	0.800137987887319	3.63603592172343e-05	0.00644251	0.000674974	0.918592932900728	7.31063022344146e-06	0.00660277	0.0179811	0.00619977227365507	0.00524990019499674	0.006559	-0.00696587	0.339161737126065	0.000740788599259952	0.00728518	0.0217125	0.000840071088638688	0.00753623003623682	0.00648724	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug6	Ever used opioids	S6	allSexes	-0.00612669	0.246486258398967	0.00063134723188674	0.00528517	-0.00135606	0.792054009894738	3.28658814435182e-05	0.00514292	0.00967221	0.0552931050668486	0.00169703389676081	0.00504406	-0.00166591	0.767173999954704	4.21785350929187e-05	0.00562601	0.0123945	0.0150029766483578	0.002711122271569	0.00509193	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S6	females	-0.00322638	0.617948444615491	0.000205277541556776	0.00646727	-0.00446786	0.499148831472243	0.000385917742944156	0.0066091	0.0178289	0.00581744908494516	0.00620032779723926	0.00645412	-0.00900188	0.22265115819562	0.00126613757988658	0.00737808	0.0193024	0.00310769318646516	0.00710481965915562	0.0065159	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S6	males	-0.00322638	0.617948444615491	0.000140467256998795	0.00646727	-0.00446786	0.499148831472243	0.000322554675791123	0.0066091	0.0178289	0.00581744908494516	0.00527823806873547	0.00645412	-0.00900188	0.22265115819562	0.0011810721034573	0.00737808	0.0193024	0.00310769318646516	0.00596753752819465	0.0065159	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug6	Ever used opioids	S7	allSexes	-0.00555797	0.3032113239344	0.000513282849869406	0.00539712	-0.000467283	0.927927628626733	3.86187622638776e-06	0.00516549	0.0100242	0.0446856929198595	0.00184604375745307	0.00499038	-0.000652615	0.907477037376248	6.55001112257077e-06	0.00561465	0.0145763	0.00406252480202518	0.00378051024317406	0.00506795	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S7	females	-0.00454582	0.492684943414582	0.00039882742606774	0.00662428	-0.00333649	0.616114646306487	0.000209640947190006	0.00665324	0.0162319	0.0109122875955309	0.00520598175905648	0.00636767	-0.00909863	0.21582483981637	0.00131588155913328	0.00734767	0.0198869	0.00204107563020661	0.0076950367512505	0.00643516	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S7	males	-0.00454582	0.492684943414582	0.000280304553718347	0.00662428	-0.00333649	0.616114646306487	0.000181562636231084	0.00665324	0.0162319	0.0109122875955309	0.00442614379909727	0.00636767	-0.00909863	0.21582483981637	0.00121059020078091	0.00734767	0.0198869	0.00204107563020661	0.0062685466279886	0.00643516	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug6	Ever used opioids	S8	allSexes	-0.00573835	0.287852149939681	0.000546653643844298	0.00539779	-0.000378529	0.941310873019007	2.5589514355998e-06	0.00514093	0.00958523	0.055427126594513	0.00167898959933177	0.00500145	-0.0012045	0.830530989397809	2.22471729953444e-05	0.00562732	0.0143659	0.00483613621843875	0.00364498360792927	0.00509338	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug6	Ever used opioids	S8	females	-0.0057128	0.389213457112293	0.000628278711620908	0.00663254	-0.00333475	0.615867279432928	0.000210249134972487	0.00664511	0.0153597	0.015549307849646	0.00469979403744755	0.0063405	-0.00935618	0.204201922654972	0.001386618227634	0.00736533	0.019816	0.00221930621207189	0.00758379639780481	0.00646479	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug6	Ever used opioids	S8	males	-0.0057128	0.389213457112293	0.000443470363284028	0.00663254	-0.00333475	0.615867279432928	0.000184487229956715	0.00664511	0.0153597	0.015549307849646	0.00387079760715228	0.0063405	-0.00935618	0.204201922654972	0.00127507583379697	0.00736533	0.019816	0.00221930621207189	0.00617703683314875	0.00646479	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S1	allSexes	0.000186395	0.984876172895528	1.79009279001613e-07	0.00983194	-0.00901692	0.380904937509671	0.000388212513326802	0.0102886	0.00817411	0.424720499108471	0.000326741399136026	0.0102381	0.0130041	0.195255998161552	0.000853484841671653	0.0100374	0.00680751	0.4973913620697	0.000236898614338729	0.0100301	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S1	females	0.00518694	0.67651794331989	0.000151255782716221	0.0124294	-0.0142981	0.273597920692589	0.00105855181359597	0.0130544	0.0101769	0.421243267253569	0.000587165691569616	0.0126497	0.0120802	0.350387830593071	0.000775084198065328	0.0129315	0.0035713	0.775048101095204	7.37353087633116e-05	0.0124942	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S1	males	0.00518694	0.67651794331989	0.000128290496838499	0.0124294	-0.0142981	0.273597920692589	0.000911412502122327	0.0130544	0.0101769	0.421243267253569	0.000430576197636881	0.0126497	0.0120802	0.350387830593071	0.000714625274305967	0.0129315	0.0035713	0.775048101095204	5.75481106544551e-05	0.0124942	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S2	allSexes	0.0102297	0.306647552149926	0.000527831120511241	0.0100045	-0.00509122	0.619133952136228	0.000123770634533578	0.0102409	0.0216105	0.0338217902195641	0.00226740598710775	0.010177	0.00357538	0.726843845936303	6.27064453613462e-05	0.0102338	0.0211354	0.0334563399036538	0.00232137787400406	0.00993277	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S2	females	-0.00201979	0.871827552318107	2.32320953203807e-05	0.0125166	-0.00834658	0.522065696855293	0.000355505930238497	0.0130347	0.0305778	0.0152293390128428	0.00514794646184969	0.0125832	0.0138824	0.283053045921447	0.00102813541992036	0.0129268	0.0163845	0.187560746797528	0.00155277970770763	0.0124265	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S2	males	-0.00201979	0.871827552318107	1.8198074477768e-05	0.0125166	-0.00834658	0.522065696855293	0.000315978976762035	0.0130347	0.0305778	0.0152293390128428	0.00399144088225147	0.0125832	0.0138824	0.283053045921447	0.000880061806299365	0.0129268	0.0163845	0.187560746797528	0.00125886083673203	0.0124265	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S3	allSexes	-0.0040648	0.684669557281813	8.18121531156642e-05	0.0100081	-0.00941672	0.358745202377429	0.000425937220193152	0.0102585	0.0202754	0.0463002825853192	0.00201103490983816	0.0101696	-0.00242899	0.814153335767337	2.85356101194918e-05	0.0103318	0.0374628	0.000177976879394432	0.00713518480353927	0.00997798	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S3	females	0.00516002	0.680721306612151	0.000145692044097825	0.0125374	-0.0145462	0.261966152782263	0.00111039609314768	0.0129618	0.0311332	0.01598608326738	0.00509515350468301	0.0129058	-0.0109281	0.399597597122049	0.000647747330947442	0.0129693	0.0371457	0.00274215989101134	0.00779669434119195	0.0123781	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S3	males	0.00516002	0.680721306612151	0.000120038691577884	0.0125374	-0.0145462	0.261966152782263	0.000931244853581031	0.0129618	0.0311332	0.01598608326738	0.00448259505901843	0.0129058	-0.0109281	0.399597597122049	0.000515776130771265	0.0129693	0.0371457	0.00274215989101134	0.00631469293315116	0.0123781	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S4	allSexes	-0.0168287	0.108110580815534	0.00131478351050977	0.0104697	-0.00953101	0.35432056118986	0.000443950202897963	0.0102879	0.0425061	2.36887039198054e-05	0.00900405403789348	0.0100353	0.00518809	0.632678715606547	0.000119592696599138	0.0108532	0.0482837	2.49560739908798e-06	0.0111648652934615	0.0102287	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S4	females	-0.00857189	0.501047111524834	0.000403866341715111	0.0127363	-0.000178567	0.988967895513386	1.78323099962844e-07	0.0129118	0.0478566	0.000175831240316967	0.01221321688978	0.0127205	-0.00626907	0.646656725061788	0.000191359262519803	0.0136725	0.0537096	1.98108691582057e-05	0.0156698364653867	0.0125414	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S4	males	-0.00857189	0.501047111524834	0.000279843634461691	0.0127363	-0.000178567	0.988967895513386	1.34986665749762e-07	0.0129118	0.0478566	0.000175831240316967	0.0108278611912789	0.0127205	-0.00626907	0.646656725061788	0.000160174503231679	0.0136725	0.0537096	1.98108691582057e-05	0.0120375506167505	0.0125414	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S5	allSexes	-0.0257595	0.0143582516091972	0.00308850753857427	0.0105139	0.00137198	0.894050481366563	9.20570983432301e-06	0.0103005	0.0425155	2.96816809491615e-05	0.00871889475774628	0.0101607	-0.00190811	0.864809508401942	1.56035682098791e-05	0.0112061	0.053706	1.15746903941614e-07	0.014036846406736	0.0101009	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S5	females	-0.0169007	0.180656810014055	0.00159647589187079	0.0126177	-0.00260276	0.840623232066886	3.69441050447378e-05	0.0129403	0.0489347	0.000140667961863242	0.0126841076766569	0.0128162	-0.0201315	0.161452644673225	0.00180999580546907	0.0143695	0.0569247	7.38207694222699e-06	0.0175937478540557	0.012649	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S5	males	-0.0169007	0.180656810014055	0.00106528665751335	0.0126177	-0.00260276	0.840623232066886	2.96744622075096e-05	0.0129403	0.0489347	0.000140667961863242	0.0106141757649177	0.0128162	-0.0201315	0.161452644673225	0.00168900023697355	0.0143695	0.0569247	7.38207694222699e-06	0.0141406660080305	0.012649	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S6	allSexes	-0.0257468	0.0150157708575721	0.00305519573002267	0.0105787	0.00349482	0.734831281787081	5.98154189989311e-05	0.0103169	0.0424828	2.43592911338786e-05	0.00897101122312493	0.0100448	-0.00187472	0.869866105290052	1.46365020698012e-05	0.0114419	0.0585878	8.40312438651342e-09	0.0165989842657637	0.0101333	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S6	females	-0.0211271	0.0957928236587804	0.00247756748695795	0.0126753	-0.00117768	0.927832064575876	7.54719457086714e-06	0.0130001	0.0498916	8.12890879613396e-05	0.0136664503773207	0.0126214	-0.0154371	0.290446205165463	0.00104804808490257	0.0145968	0.0642266	4.52954476051737e-07	0.0221409175036607	0.0126664	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S6	males	-0.0211271	0.0957928236587804	0.00164421166138636	0.0126753	-0.00117768	0.927832064575876	6.11776385495547e-06	0.0130001	0.0498916	8.12890879613396e-05	0.0112831047542716	0.0126214	-0.0154371	0.290446205165463	0.000948146155321483	0.0145968	0.0642266	4.52954476051737e-07	0.0180358361366621	0.0126664	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S7	allSexes	-0.0262663	0.0148266079104556	0.00314121895186134	0.0107718	0.0117735	0.255465222876427	0.000671777749850244	0.0103507	0.0384468	0.00010845490603644	0.00744113174102562	0.00991507	-0.00529212	0.646512694342483	0.000118022103966828	0.0115379	0.0524156	2.45041900345931e-07	0.0133953170562535	0.0101246	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S7	females	-0.0316319	0.0143824073054958	0.00543558656730294	0.0129067	0.00820278	0.530227420165498	0.000356659584251086	0.0130654	0.0494274	7.1240088403278e-05	0.0135873502458	0.0124041	-0.017343	0.235480162192787	0.00134570093087608	0.014612	0.0616943	9.52576776709204e-07	0.020845000676988	0.012528	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S7	males	-0.0316319	0.0143824073054958	0.00370501628548825	0.0129067	0.00820278	0.530227420165498	0.000299573113227519	0.0130654	0.0494274	7.1240088403278e-05	0.0112035644000267	0.0124041	-0.017343	0.235480162192787	0.00120068054394951	0.014612	0.0616943	9.52576776709204e-07	0.0164685985468962	0.012528	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug7	Ever used ecstasy	S8	allSexes	-0.0280563	0.00928936957266382	0.00358075844507447	0.0107767	0.0112622	0.274744504522206	0.000620706440162008	0.010309	0.0389278	9.10735641065895e-05	0.00758819881806706	0.00993007	-0.00679129	0.557272118566535	0.000193794669294181	0.0115698	0.052295	3.01141815763848e-07	0.0132350713739387	0.0101781	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug7	Ever used ecstasy	S8	females	-0.0341675	0.00824630835234597	0.00632580825503128	0.0129138	0.00732605	0.574658043422413	0.000285616126560264	0.0130509	0.0493519	6.81542294870186e-05	0.0136570351425713	0.0123522	-0.0182017	0.214489911301688	0.00147713090680975	0.0146562	0.0619097	9.74835072809143e-07	0.0208356661444817	0.0125835	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug7	Ever used ecstasy	S8	males	-0.0341675	0.00824630835234597	0.00433038837133647	0.0129138	0.00732605	0.574658043422413	0.000243059938974944	0.0130509	0.0493519	6.81542294870186e-05	0.0109087912689079	0.0123522	-0.0182017	0.214489911301688	0.00131733630879259	0.0146562	0.0619097	9.74835072809143e-07	0.016458849841511	0.0125835	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S1	allSexes	-0.00179798	0.829683439996509	2.24351766997772e-05	0.00835756	0.0119079	0.17412608700175	0.000911960880739138	0.00875911	-0.0112296	0.195307330046641	0.000830624118435257	0.00866872	-0.00243417	0.775019644125993	4.02800292436276e-05	0.00851558	0.0182457	0.0316765028649361	0.00229223826908659	0.00848721	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S1	females	-0.00878486	0.427649128638592	0.000523234985874231	0.0110715	0.00978092	0.402905776839323	0.00059738239640901	0.0116897	-0.0220062	0.0495877440695246	0.00331098578140164	0.0111973	-0.00250356	0.827975636762768	4.01471008549704e-05	0.011519	0.0194004	0.0812477848448655	0.00262410827857399	0.0111188	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S1	males	-0.00878486	0.427649128638592	0.000551707711597773	0.0110715	0.00978092	0.402905776839323	0.000639418299671859	0.0116897	-0.0220062	0.0495877440695246	0.00301839756542422	0.0111973	-0.00250356	0.827975636762768	4.6016486680134e-05	0.011519	0.0194004	0.0812477848448655	0.00254605099367338	0.0111188	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S2	allSexes	0.00272834	0.748210458163007	5.05730250798765e-05	0.00849848	0.0143928	0.0990728192849763	0.00133234662204892	0.00872272	-0.000897747	0.917220476352049	5.27060340583949e-06	0.00863658	0.000564556	0.948124047544673	2.10588465077642e-06	0.00867615	0.0221528	0.00847644270098201	0.00343506457408885	0.0084079	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S2	females	-0.00394428	0.723751322717602	0.000106843711863844	0.011157	0.0109771	0.347667648790978	0.000741553548000834	0.0116845	-0.0150994	0.178383908523406	0.00151383477567056	0.0112141	1.06633e-05	0.999261078218499	7.31546633589435e-10	0.011512	0.0221119	0.0458862359579122	0.00341061840805889	0.0110652	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S2	males	-0.00394428	0.723751322717602	0.000104043703826338	0.011157	0.0109771	0.347667648790978	0.000819376747712618	0.0116845	-0.0150994	0.178383908523406	0.00145916343004571	0.0112141	1.06633e-05	0.999261078218499	7.7845703542907e-10	0.011512	0.0221119	0.0458862359579122	0.00343740565535314	0.0110652	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S3	allSexes	-0.00286636	0.73644344571245	5.47966088643038e-05	0.00851543	0.0174032	0.0467115545954389	0.00195955408583203	0.0087454	-0.0180874	0.0364046009696473	0.00215568742672809	0.00863934	0.0260023	0.00298634106039471	0.00440465596806045	0.00874813	0.0213636	0.0118321608983829	0.00312540562089875	0.00848055	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S3	females	-0.00445899	0.691225403214034	0.000131202953192038	0.0112238	0.0287451	0.013130782905615	0.00522930545580082	0.0115741	-0.0291065	0.0114334363141798	0.00537065515581902	0.0114922	0.0294881	0.0104806850906026	0.00568784089624573	0.0115043	0.034151	0.00206050790285717	0.00794763313958223	0.011061	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S3	males	-0.00445899	0.691225403214034	0.000134387478799795	0.0112238	0.0287451	0.013130782905615	0.00545204900549693	0.0115741	-0.0291065	0.0114334363141798	0.00587393697593641	0.0114922	0.0294881	0.0104806850906026	0.0056303167333094	0.0115043	0.034151	0.00206050790285717	0.00800219849124761	0.011061	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S4	allSexes	-0.015899	0.073670874468166	0.00158068555719847	0.00888474	0.0151327	0.0832658742926941	0.00150744684772852	0.00873309	-0.00666013	0.437313059164163	0.000297751351094395	0.00857298	0.0221639	0.0155798822635394	0.00293991500306811	0.00915704	0.0187468	0.0321148607019962	0.00226704138787387	0.00874267	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S4	females	-0.020092	0.0757497623362399	0.00267589068644915	0.0113048	0.0235864	0.039338038171183	0.00375202796341346	0.0114348	-0.0180053	0.115072423649723	0.00208489726230867	0.0114186	0.0281974	0.0200404377216938	0.00466873181473236	0.0121101	0.0313301	0.0055552627562053	0.00643015937438495	0.0112799	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S4	males	-0.020092	0.0757497623362399	0.00230502648329703	0.0113048	0.0235864	0.039338038171183	0.00353084872234955	0.0114348	-0.0180053	0.115072423649723	0.00229787843060511	0.0114186	0.0281974	0.0200404377216938	0.00485816884061727	0.0121101	0.0313301	0.0055552627562053	0.00614080319427186	0.0112799	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S5	allSexes	-0.0190929	0.0325723493086491	0.00228544281079373	0.00892769	0.0139933	0.109422419940236	0.00128989620615998	0.00873807	-0.00567336	0.514153647673944	0.000209122274128753	0.008695	0.0143705	0.128498529830563	0.00119210256198995	0.00945055	0.0161021	0.0627428593414836	0.00169958044822365	0.00864813	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S5	females	-0.0229402	0.0411017011417217	0.00354719387595354	0.0112204	0.0230755	0.0450148267751502	0.0035020044219917	0.0115008	-0.017503	0.127738393312909	0.00195698993656281	0.0114846	0.0208318	0.101710728470766	0.00233731065756168	0.0127197	0.0286074	0.0120033617570507	0.00535859810963316	0.0113723	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S5	males	-0.0229402	0.0411017011417217	0.00294251596863258	0.0112204	0.0230755	0.0450148267751502	0.00349690775464992	0.0115008	-0.017503	0.127738393312909	0.00203584507999786	0.0114846	0.0208318	0.101710728470766	0.00271142977543955	0.0127197	0.0286074	0.0120033617570507	0.00535417383201264	0.0113723	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S6	allSexes	-0.0227701	0.0112019306082984	0.00321866034972393	0.00897027	0.010162	0.245166273989096	0.000681200032913349	0.00874174	-0.00420392	0.624480922591216	0.000118325071219727	0.00858686	0.0124791	0.195362265842243	0.000873541933781454	0.00963446	0.0146846	0.0909106759395046	0.00140457239742698	0.0086823	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S6	females	-0.0301229	0.00750852774386871	0.0060740284866455	0.0112502	0.0168592	0.144264436131851	0.00186527306746318	0.0115398	-0.0125588	0.267069032288806	0.00104432265834755	0.0113111	0.0209337	0.104681903670164	0.00232423112528816	0.0128927	0.0249254	0.0292377681549041	0.00402149533838654	0.0114198	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S6	males	-0.0301229	0.00750852774386871	0.00501116652348922	0.0112502	0.0168592	0.144264436131851	0.00187966026940826	0.0115398	-0.0125588	0.267069032288806	0.0010718582914024	0.0113111	0.0209337	0.104681903670164	0.00261398548643477	0.0128927	0.0249254	0.0292377681549041	0.00407247114872108	0.0114198	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_all-sexes	everDrug8	Ever used prescription pain killers	S7	allSexes	-0.016325	0.0749863340243064	0.00163440447643997	0.00916435	0.00748733	0.393922883455968	0.000365949487636424	0.00878088	-0.00119622	0.887895216026629	9.70271935236704e-06	0.00848481	0.0101789	0.292364691233685	0.00058810982662747	0.00966482	0.016531	0.0560460301123044	0.00179466288301007	0.00864751	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_females-only	everDrug8	Ever used prescription pain killers	S7	females	-0.021519	0.0623844978782554	0.00303373454458884	0.0115375	0.0117106	0.313570409268426	0.000876652775814936	0.011616	-0.0113448	0.308638891539317	0.000863237847778713	0.011139	0.0182987	0.155276184301299	0.00180666705795502	0.0128687	0.0226188	0.0453062612878101	0.0033790023950253	0.0112885	0.000714285714285714
phenoGroup2_everDrug1to10-CUD_sex-PRS-interact-exclu_males-only	everDrug8	Ever used prescription pain killers	S7	males	-0.021519	0.0623844978782554	0.00257069800712645	0.0115375	0.0117106	0.313570409268426	0.000915390340959899	0.011616	-0.0113448	0.308638891539317	0.000884874535135181	0.011139	0.0182987	0.155276184301299	0.00200394974381604	0.0128687	0.0226188	0.0453062612878101	0.00331873830850018	0.0112885	0.000714285714285714
